DOI,Materials type,Materials Name,Electrolyte,Voltage (V),Specific surface area (m2/g),Pore volume (cm3/g),IDIG,N-doped (at%),O-doped (at%),E-type,Current density (A/g),Capacitance (F/g)
10.1039/c5ra07807e,porous carbon,HPC-9d,KOH,0.9,1549,0.81,0.86,0,8.5,2,50,91
10.1039/c5ra07807e,porous carbon,HPC-9,KOH,0.9,1007,0.62,0.85,0,7.3,2,50,68
10.1039/c5ra07807e,porous carbon,MPC-9,KOH,0.9,648,0.33,0.83,0,0,2,50,33
10.1039/c5ra05688h,porous carbon,LS-600,KOH,0.9,943,0.44,1.15,2.06,23.32,3,1,232
10.1039/c5ra05688h,porous carbon,LS-700,KOH,0.9,1177,0.55,1.27,1.88,21.89,3,1,267
10.1039/c5ra05688h,porous carbon,LS-800,KOH,0.9,1733,0.86,1.38,1.64,18.98,3,1,304
10.1039/c5ra05688h,porous carbon,LS-900,KOH,0.9,1841,1.05,1.78,1.39,17.14,3,1,187
10.1039/c5ra05688h,porous carbon,LS-1000,KOH,0.9,1554,0.94,2.35,1.09,15.24,3,1,204
10.1039/c5ra05688h,porous carbon,LS-600,KOH,0.9,943,0.44,1.15,2.06,23.32,3,2,224
10.1039/c5ra05688h,porous carbon,LS-700,KOH,0.9,1177,0.55,1.27,1.88,21.89,3,2,249
10.1039/c5ra05688h,porous carbon,LS-800,KOH,0.9,1733,0.86,1.38,1.64,18.98,3,2,293
10.1039/c5ra05688h,porous carbon,LS-900,KOH,0.9,1841,1.05,1.78,1.39,17.14,3,2,177
10.1039/c5ra05688h,porous carbon,LS-1000,KOH,0.9,1554,0.94,2.35,1.09,15.24,3,2,199
10.1039/c5ra05688h,porous carbon,LS-600,KOH,0.9,943,0.44,1.15,2.06,23.32,3,3,215
10.1039/c5ra05688h,porous carbon,LS-700,KOH,0.9,1177,0.55,1.27,1.88,21.89,3,3,236
10.1039/c5ra05688h,porous carbon,LS-800,KOH,0.9,1733,0.86,1.38,1.64,18.98,3,3,282
10.1039/c5ra05688h,porous carbon,LS-900,KOH,0.9,1841,1.05,1.78,1.39,17.14,3,3,165
10.1039/c5ra05688h,porous carbon,LS-1000,KOH,0.9,1554,0.94,2.35,1.09,15.24,3,3,188
10.1039/c5ra05688h,porous carbon,LS-600,KOH,0.9,943,0.44,1.15,2.06,23.32,3,5,210
10.1039/c5ra05688h,porous carbon,LS-700,KOH,0.9,1177,0.55,1.27,1.88,21.89,3,5,225
10.1039/c5ra05688h,porous carbon,LS-800,KOH,0.9,1733,0.86,1.38,1.64,18.98,3,5,261
10.1039/c5ra05688h,porous carbon,LS-900,KOH,0.9,1841,1.05,1.78,1.39,17.14,3,5,147
10.1039/c5ra05688h,porous carbon,LS-1000,KOH,0.9,1554,0.94,2.35,1.09,15.24,3,5,169
10.1039/c5ra05688h,porous carbon,LS-600,KOH,0.9,943,0.44,1.15,2.06,23.32,3,10,189
10.1039/c5ra05688h,porous carbon,LS-700,KOH,0.9,1177,0.55,1.27,1.88,21.89,3,10,201
10.1039/c5ra05688h,porous carbon,LS-800,KOH,0.9,1733,0.86,1.38,1.64,18.98,3,10,211
10.1039/c5ra05688h,porous carbon,LS-900,KOH,0.9,1841,1.05,1.78,1.39,17.14,3,10,106
10.1039/c5ra05688h,porous carbon,LS-1000,KOH,0.9,1554,0.94,2.35,1.09,15.24,3,10,128
10.1039/c5ra05688h,porous carbon,LS-600,KOH,0.9,943,0.44,1.15,2.06,23.32,3,20,162
10.1039/c5ra05688h,porous carbon,LS-700,KOH,0.9,1177,0.55,1.27,1.88,21.89,3,20,176
10.1039/c5ra05688h,porous carbon,LS-800,KOH,0.9,1733,0.86,1.38,1.64,18.98,3,20,202
10.1039/c5ra05688h,porous carbon,LS-900,KOH,0.9,1841,1.05,1.78,1.39,17.14,3,20,85
10.1039/c5ra05688h,porous carbon,LS-1000,KOH,0.9,1554,0.94,2.35,1.09,15.24,3,20,102
10.1039/c5ra05688h,porous carbon,LS-600,KOH,0.9,943,0.44,1.15,2.06,23.32,3,30,140
10.1039/c5ra05688h,porous carbon,LS-700,KOH,0.9,1177,0.55,1.27,1.88,21.89,3,30,157
10.1039/c5ra05688h,porous carbon,LS-800,KOH,0.9,1733,0.86,1.38,1.64,18.98,3,30,191
10.1039/c5ra05688h,porous carbon,LS-900,KOH,0.9,1841,1.05,1.78,1.39,17.14,3,30,72
10.1039/c5ra05688h,porous carbon,LS-1000,KOH,0.9,1554,0.94,2.35,1.09,15.24,3,30,84
10.1039/c5ra05688h,porous carbon,LS-800,KOH,0.9,1733,0.86,1.38,1.64,18.98,3,50,183
10.1039/c5ra05688h,porous carbon,LS-800,KOH,1,1733,0.86,1.38,1.64,18.98,2,1,72
10.1039/c5ra05688h,porous carbon,LS-800,KOH,1,1733,0.86,1.38,1.64,18.98,2,10,44.3
10.1039/c5ra05688h,porous carbon,LS-800,KOH,1,1733,0.86,1.38,1.64,18.98,2,20,42
10.1039/c5ra05688h,porous carbon,LS-800,Et4NBF4/PC,3,1733,0.86,1.38,1.64,18.98,2,1,51.5
10.1039/c5ra05688h,porous carbon,LS-800,Et4NBF4/PC,3,1733,0.86,1.38,1.64,18.98,2,10,33.8
10.1039/c5nr05151g,N-doped carbon,NPCFs-2,KOH,1,2502,1.7,0.94,6.3,9.2,3,0.1,341
10.1039/c5nr05151g,N-doped carbon,NPCFs-1,KOH,1,1349,0.9,0.91,9,8.5,3,0.1,190
10.1039/c5nr05151g,N-doped carbon,APPy-2,KOH,1,2360,1.3,0.88,8.5,8,3,0.1,260
10.1039/c5nr05151g,N-doped carbon,NPCFs-2,KOH,1,2502,1.7,0.94,6.3,9.2,3,1,328
10.1039/c5nr05151g,N-doped carbon,NPCFs-1,KOH,1,1349,0.9,0.91,9,8.5,3,1,165
10.1039/c5nr05151g,N-doped carbon,APPy-2,KOH,1,2360,1.3,0.88,8.5,8,3,1,249
10.1039/c5nr05151g,N-doped carbon,NPCFs-2,KOH,1,2502,1.7,0.94,6.3,9.2,3,5,298
10.1039/c5nr05151g,N-doped carbon,NPCFs-1,KOH,1,1349,0.9,0.91,9,8.5,3,5,146
10.1039/c5nr05151g,N-doped carbon,APPy-2,KOH,1,2360,1.3,0.88,8.5,8,3,5,234
10.1039/c5nr05151g,N-doped carbon,NPCFs-2,KOH,1,2502,1.7,0.94,6.3,9.2,3,10,280
10.1039/c5nr05151g,N-doped carbon,NPCFs-1,KOH,1,1349,0.9,0.91,9,8.5,3,10,137
10.1039/c5nr05151g,N-doped carbon,APPy-2,KOH,1,2360,1.3,0.88,8.5,8,3,10,220
10.1039/c5nr05151g,N-doped carbon,NPCFs-2,KOH,1,2502,1.7,0.94,6.3,9.2,3,20,267
10.1039/c5nr05151g,N-doped carbon,NPCFs-1,KOH,1,1349,0.9,0.91,9,8.5,3,20,133
10.1039/c5nr05151g,N-doped carbon,APPy-2,KOH,1,2360,1.3,0.88,8.5,8,3,20,209
10.1039/c5nr05151g,N-doped carbon,NPCFs-2,KOH,1,2502,1.7,0.94,6.3,9.2,3,30,260
10.1039/c5nr05151g,N-doped carbon,NPCFs-1,KOH,1,1349,0.9,0.91,9,8.5,3,30,131
10.1039/c5nr05151g,N-doped carbon,APPy-2,KOH,1,2360,1.3,0.88,8.5,8,3,30,193
10.1039/c5nr05151g,N-doped carbon,NPCFs-2,KOH,1,2502,1.7,0.94,6.3,9.2,3,40,252
10.1039/c5nr05151g,N-doped carbon,NPCFs-1,KOH,1,1349,0.9,0.91,9,8.5,3,40,128
10.1039/c5nr05151g,N-doped carbon,APPy-2,KOH,1,2360,1.3,0.88,8.5,8,3,40,178
10.1039/c5nr05151g,N-doped carbon,NPCFs-2,KOH,1,2502,1.7,0.94,6.3,9.2,3,50,244
10.1039/c5nr05151g,N-doped carbon,NPCFs-1,KOH,1,1349,0.9,0.91,9,8.5,3,50,125
10.1039/c5nr05151g,N-doped carbon,APPy-2,KOH,1,2360,1.3,0.88,8.5,8,3,50,163
10.1039/c5nr05151g,N-doped carbon,NPCFs-2,KOH,1,2502,1.7,0.94,6.3,9.2,2,1,314
10.1039/c5nr05151g,N-doped carbon,NPCFs-1,KOH,1,1349,0.9,0.91,9,8.5,2,1,164
10.1039/c5nr05151g,N-doped carbon,APPy-2,KOH,1,2360,1.3,0.88,8.5,8,2,1,184
10.1039/c5nr05151g,N-doped carbon,NPCFs-2,KOH,1,2502,1.7,0.94,6.3,9.2,2,5,279
10.1039/c5nr05151g,N-doped carbon,NPCFs-1,KOH,1,1349,0.9,0.91,9,8.5,2,5,156
10.1039/c5nr05151g,N-doped carbon,APPy-2,KOH,1,2360,1.3,0.88,8.5,8,2,5,176
10.1039/c5nr05151g,N-doped carbon,NPCFs-2,KOH,1,2502,1.7,0.94,6.3,9.2,2,10,261
10.1039/c5nr05151g,N-doped carbon,NPCFs-1,KOH,1,1349,0.9,0.91,9,8.5,2,10,148
10.1039/c5nr05151g,N-doped carbon,APPy-2,KOH,1,2360,1.3,0.88,8.5,8,2,10,159
10.1039/c5nr05151g,N-doped carbon,NPCFs-2,KOH,1,2502,1.7,0.94,6.3,9.2,2,20,245
10.1039/c5nr05151g,N-doped carbon,NPCFs-1,KOH,1,1349,0.9,0.91,9,8.5,2,20,142
10.1039/c5nr05151g,N-doped carbon,APPy-2,KOH,1,2360,1.3,0.88,8.5,8,2,20,133
10.1039/c5nr05151g,N-doped carbon,NPCFs-2,KOH,1,2502,1.7,0.94,6.3,9.2,2,30,220
10.1039/c5nr05151g,N-doped carbon,NPCFs-1,KOH,1,1349,0.9,0.91,9,8.5,2,30,128
10.1039/c5nr05151g,N-doped carbon,APPy-2,KOH,1,2360,1.3,0.88,8.5,8,2,30,108
10.1039/c5nr05151g,N-doped carbon,NPCFs-2,KOH,1,2502,1.7,0.94,6.3,9.2,2,50,188
10.1039/c5nr05151g,N-doped carbon,NPCFs-1,KOH,1,1349,0.9,0.91,9,8.5,2,50,107
10.1039/c5nr05151g,N-doped carbon,APPy-2,KOH,1,2360,1.3,0.88,8.5,8,2,50,87
10.1039/c4ta06110a,nanosheet,Exfoliated BC,H2SO4,1.2,543.68,0.25,0.89,1.2,8.5,3,0.5,221
10.1039/c4ta06110a,nanosheet,Natural BC,H2SO4,1.2,7.91,0.0018,0.68,0.6,1.9,3,0.5,2.1
10.1039/c4ta06110a,nanosheet,Exfoliated BC,H2SO4,1,543.68,0.25,0.89,1.2,8.5,2,2,204
10.1039/c4ta06110a,nanosheet,Natural BC,H2SO4,1,7.91,0.0018,0.68,0.6,1.9,2,2,2.6
10.1039/c4ta06110a,nanosheet,Exfoliated BC,H2SO4,1,543.68,0.25,0.89,1.2,8.5,2,5,198
10.1039/c4ta06110a,nanosheet,Natural BC,H2SO4,1,7.91,0.0018,0.68,0.6,1.9,2,5,3.1
10.1039/c4ta06110a,nanosheet,Exfoliated BC,H2SO4,1,543.68,0.25,0.89,1.2,8.5,2,10,192
10.1039/c4ta06110a,nanosheet,Natural BC,H2SO4,1,7.91,0.0018,0.68,0.6,1.9,2,10,2.4
10.1039/c4ta06110a,nanosheet,Exfoliated BC,H2SO4,1,543.68,0.25,0.89,1.2,8.5,2,15,185
10.1039/c4ta06110a,nanosheet,Natural BC,H2SO4,1,7.91,0.0018,0.68,0.6,1.9,2,15,1.6
10.1039/c4ta06110a,nanosheet,Exfoliated BC,H2SO4,1,543.68,0.25,0.89,1.2,8.5,2,20,180
10.1039/c4ta06110a,nanosheet,Natural BC,H2SO4,1,7.91,0.0018,0.68,0.6,1.9,2,20,3
10.1039/c4ta06110a,nanosheet,Exfoliated BC,H2SO4,1,543.68,0.25,0.89,1.2,8.5,2,25,176
10.1039/c4ta06110a,nanosheet,Natural BC,H2SO4,1,7.91,0.0018,0.68,0.6,1.9,2,25,2.3
10.1039/c4ta06110a,nanosheet,Exfoliated BC,H2SO4,1,543.68,0.25,0.89,1.2,8.5,2,30,172
10.1039/c4ta06110a,nanosheet,Natural BC,H2SO4,1,7.91,0.0018,0.68,0.6,1.9,2,30,2.8
10.1039/c4ta06110a,nanosheet,Exfoliated BC,H2SO4,1,543.68,0.25,0.89,1.2,8.5,2,35,170
10.1039/c4ta06110a,nanosheet,Natural BC,H2SO4,1,7.91,0.0018,0.68,0.6,1.9,2,35,2.9
10.1039/c4ta06110a,nanosheet,Exfoliated BC,H2SO4,1,543.68,0.25,0.89,1.2,8.5,2,40,168
10.1039/c4ta06110a,nanosheet,Natural BC,H2SO4,1,7.91,0.0018,0.68,0.6,1.9,2,40,2.6
10.1039/c4ta02167c,3D porous carbon,RC,KOH,1,477,0.23,1.01,0,0,3,1,80
10.1039/c4ta02167c,3D porous carbon,RPC5,KOH,1,2753,1.54,1.12,0,0,3,1,307
10.1039/c4ta01465k,porous carbon,CT,KOH,0.9,312,0.26,0.78,1.2,5.6,3,0.1,125
10.1039/c4ta01465k,porous carbon,HPCT-1,KOH,0.9,1588,1.01,0.84,5.3,9.3,3,0.1,240.4
10.1039/c4ta01465k,porous carbon,HPCT-2,KOH,0.9,2665,1.46,0.81,1.1,10.9,3,0.1,279.1
10.1039/c4ta01465k,porous carbon,HPCT-3,KOH,0.9,2856,1.25,0.83,2.2,11.1,3,0.1,386.2
10.1039/c4ta01465k,porous carbon,HPCT-4,KOH,0.9,3253,1.72,0.86,0.9,7.1,3,0.1,365.9
10.1039/c4ta01465k,porous carbon,CT,KOH,0.9,312,0.26,0.78,1.2,5.6,3,1,92
10.1039/c4ta01465k,porous carbon,HPCT-1,KOH,0.9,1588,1.01,0.84,5.3,9.3,3,1,198
10.1039/c4ta01465k,porous carbon,HPCT-2,KOH,0.9,2665,1.46,0.81,1.1,10.9,3,1,222
10.1039/c4ta01465k,porous carbon,HPCT-3,KOH,0.9,2856,1.25,0.83,2.2,11.1,3,1,294
10.1039/c4ta01465k,porous carbon,HPCT-4,KOH,0.9,3253,1.72,0.86,0.9,7.1,3,1,290
10.1039/c4ta01465k,porous carbon,CT,KOH,0.9,312,0.26,0.78,1.2,5.6,3,2,84
10.1039/c4ta01465k,porous carbon,HPCT-1,KOH,0.9,1588,1.01,0.84,5.3,9.3,3,2,182
10.1039/c4ta01465k,porous carbon,HPCT-2,KOH,0.9,2665,1.46,0.81,1.1,10.9,3,2,212
10.1039/c4ta01465k,porous carbon,HPCT-3,KOH,0.9,2856,1.25,0.83,2.2,11.1,3,2,271
10.1039/c4ta01465k,porous carbon,HPCT-4,KOH,0.9,3253,1.72,0.86,0.9,7.1,3,2,280
10.1039/c4ta01465k,porous carbon,CT,KOH,0.9,312,0.26,0.78,1.2,5.6,3,3,76
10.1039/c4ta01465k,porous carbon,HPCT-1,KOH,0.9,1588,1.01,0.84,5.3,9.3,3,3,169
10.1039/c4ta01465k,porous carbon,HPCT-2,KOH,0.9,2665,1.46,0.81,1.1,10.9,3,3,203
10.1039/c4ta01465k,porous carbon,HPCT-3,KOH,0.9,2856,1.25,0.83,2.2,11.1,3,3,253
10.1039/c4ta01465k,porous carbon,HPCT-4,KOH,0.9,3253,1.72,0.86,0.9,7.1,3,3,266
10.1039/c4ta01465k,porous carbon,CT,KOH,0.9,312,0.26,0.78,1.2,5.6,3,4,69
10.1039/c4ta01465k,porous carbon,HPCT-1,KOH,0.9,1588,1.01,0.84,5.3,9.3,3,4,156
10.1039/c4ta01465k,porous carbon,HPCT-2,KOH,0.9,2665,1.46,0.81,1.1,10.9,3,4,196
10.1039/c4ta01465k,porous carbon,HPCT-3,KOH,0.9,2856,1.25,0.83,2.2,11.1,3,4,239
10.1039/c4ta01465k,porous carbon,HPCT-4,KOH,0.9,3253,1.72,0.86,0.9,7.1,3,4,260
10.1039/c4ta01465k,porous carbon,CT,KOH,0.9,312,0.26,0.78,1.2,5.6,3,5,60
10.1039/c4ta01465k,porous carbon,HPCT-1,KOH,0.9,1588,1.01,0.84,5.3,9.3,3,5,142
10.1039/c4ta01465k,porous carbon,HPCT-2,KOH,0.9,2665,1.46,0.81,1.1,10.9,3,5,191
10.1039/c4ta01465k,porous carbon,HPCT-3,KOH,0.9,2856,1.25,0.83,2.2,11.1,3,5,229
10.1039/c4ta01465k,porous carbon,HPCT-4,KOH,0.9,3253,1.72,0.86,0.9,7.1,3,5,253
10.1039/c4ta01465k,porous carbon,CT,KOH,0.9,312,0.26,0.78,1.2,5.6,3,6,55
10.1039/c4ta01465k,porous carbon,HPCT-1,KOH,0.9,1588,1.01,0.84,5.3,9.3,3,6,134
10.1039/c4ta01465k,porous carbon,HPCT-2,KOH,0.9,2665,1.46,0.81,1.1,10.9,3,6,183
10.1039/c4ta01465k,porous carbon,HPCT-3,KOH,0.9,2856,1.25,0.83,2.2,11.1,3,6,213
10.1039/c4ta01465k,porous carbon,HPCT-4,KOH,0.9,3253,1.72,0.86,0.9,7.1,3,6,244
10.1039/c4ta01465k,porous carbon,CT,KOH,0.9,312,0.26,0.78,1.2,5.6,3,7,49
10.1039/c4ta01465k,porous carbon,HPCT-1,KOH,0.9,1588,1.01,0.84,5.3,9.3,3,7,123
10.1039/c4ta01465k,porous carbon,HPCT-2,KOH,0.9,2665,1.46,0.81,1.1,10.9,3,7,181
10.1039/c4ta01465k,porous carbon,HPCT-3,KOH,0.9,2856,1.25,0.83,2.2,11.1,3,7,203
10.1039/c4ta01465k,porous carbon,HPCT-4,KOH,0.9,3253,1.72,0.86,0.9,7.1,3,7,236
10.1039/c4ta01465k,porous carbon,CT,KOH,0.9,312,0.26,0.78,1.2,5.6,3,8,47
10.1039/c4ta01465k,porous carbon,HPCT-1,KOH,0.9,1588,1.01,0.84,5.3,9.3,3,8,115
10.1039/c4ta01465k,porous carbon,HPCT-2,KOH,0.9,2665,1.46,0.81,1.1,10.9,3,8,171
10.1039/c4ta01465k,porous carbon,HPCT-3,KOH,0.9,2856,1.25,0.83,2.2,11.1,3,8,193
10.1039/c4ta01465k,porous carbon,HPCT-4,KOH,0.9,3253,1.72,0.86,0.9,7.1,3,8,227
10.1039/c4ta01465k,porous carbon,CT,KOH,0.9,312,0.26,0.78,1.2,5.6,3,9,44
10.1039/c4ta01465k,porous carbon,HPCT-1,KOH,0.9,1588,1.01,0.84,5.3,9.3,3,9,106
10.1039/c4ta01465k,porous carbon,HPCT-2,KOH,0.9,2665,1.46,0.81,1.1,10.9,3,9,166
10.1039/c4ta01465k,porous carbon,HPCT-3,KOH,0.9,2856,1.25,0.83,2.2,11.1,3,9,183
10.1039/c4ta01465k,porous carbon,HPCT-4,KOH,0.9,3253,1.72,0.86,0.9,7.1,3,9,224
10.1039/c4ta01465k,porous carbon,CT,KOH,0.9,312,0.26,0.78,1.2,5.6,3,10,39
10.1039/c4ta01465k,porous carbon,HPCT-1,KOH,0.9,1588,1.01,0.84,5.3,9.3,3,10,100
10.1039/c4ta01465k,porous carbon,HPCT-2,KOH,0.9,2665,1.46,0.81,1.1,10.9,3,10,161
10.1039/c4ta01465k,porous carbon,HPCT-3,KOH,0.9,2856,1.25,0.83,2.2,11.1,3,10,173
10.1039/c4ta01465k,porous carbon,HPCT-4,KOH,0.9,3253,1.72,0.86,0.9,7.1,3,10,218
10.1039/c4ta00936c,N-doped graphene,,H2SO4,1,342,1.59,1.22,0.54,1.8,2,0.1,10.6
10.1039/c4ta00936c,N-doped graphene,,KOH,1,342,1.59,1.22,0.54,1.8,2,0.1,22.2
10.1039/c4ta00936c,NB-doped graphene,,H2SO4,1,341,1.34,1.03,1.02,2.85,2,0.1,29.6
10.1039/c4ta00936c,NB-doped graphene,,KOH,1,341,1.34,1.03,1.02,2.85,2,0.1,29.7
10.1039/c4ta00936c,graphene,,H2SO4,1,343,1.6,1.38,0,1.54,2,0.1,2.59
10.1039/c4ta00936c,graphene,,KOH,1,343,1.6,1.38,0,1.54,2,0.1,7.86
10.1039/c4ta00936c,B-doped graphene,,KOH,1,301,1.5,1.25,0,3.67,2,0.1,19.9
10.1039/c4ta00936c,B-doped graphene,,H2SO4,1,301,1.5,1.25,0,3.67,2,0.1,34.6
10.1039/c4ta00475b,porous carbon,z950,KOH,1,406,0.29,0.926,0,0,3,0.2,198
10.1039/c4ta00475b,porous carbon,l750,KOH,1,455,0.33,0.98,0,0,3,0.2,127.6
10.1039/c4ta00475b,porous carbon,e950,KOH,1,515,0.36,0.926,0,0,3,0.2,144.8
10.1039/c4ta00475b,porous carbon,f950,KOH,1,566,0.4,0.926,0,0,3,0.2,99.2
10.1039/c4ta00475b,porous carbon,g950,KOH,1,640,0.47,0.952,0,0,3,0.2,182
10.1039/c4ta00475b,porous carbon,l850,KOH,1,686,0.5,0.934,0,0,3,0.2,200.72
10.1039/c4ta00475b,porous carbon,l950,KOH,1,783,0.56,0.926,0,0,3,0.2,226.2
10.1039/c4ta00475b,porous carbon,l950,KOH,1,783,0.56,0.926,0,0,3,10,178
10.1039/c4ta00475b,porous carbon,l1000,KOH,1,799,0.54,0.877,0,0,3,0.2,135.4
10.1039/c4ra13720e,porous graphene,MOC/GA,KOH,1,715,0.99,1.47,0,0,3,0.05,177
10.1039/c4ra13720e,graphene,GA,KOH,1,220,0.45,1.43,0,0,3,0.05,99
10.1039/c4ra11028e,AC,KS-1.25,KOH,1.3,1642,0.72,0.74,0,0,2,0.2,234
10.1039/c4ra11028e,AC,KS-5,KOH,1.3,2094,1.19,1.11,0,0,2,0.2,224
10.1039/c4ra11028e,AC,KS-2.5,KOH,1.3,2823,1.47,0.76,0,0,2,0.2,316
10.1039/c4ra11028e,AC,KS-1.25,KOH,1.3,1642,0.72,0.74,0,0,2,1,188
10.1039/c4ra11028e,AC,KS-5,KOH,1.3,2094,1.19,1.11,0,0,2,1,167
10.1039/c4ra11028e,AC,KS-2.5,KOH,1.3,2823,1.47,0.76,0,0,2,1,218
10.1039/c4ra11028e,AC,KS-1.25,KOH,1.3,1642,0.72,0.74,0,0,2,2,178
10.1039/c4ra11028e,AC,KS-5,KOH,1.3,2094,1.19,1.11,0,0,2,2,148
10.1039/c4ra11028e,AC,KS-2.5,KOH,1.3,2823,1.47,0.76,0,0,2,2,195
10.1039/c4ra11028e,AC,KS-1.25,KOH,1.3,1642,0.72,0.74,0,0,2,5,164
10.1039/c4ra11028e,AC,KS-5,KOH,1.3,2094,1.19,1.11,0,0,2,5,139
10.1039/c4ra11028e,AC,KS-2.5,KOH,1.3,2823,1.47,0.76,0,0,2,5,186
10.1039/c4ra11028e,AC,KS-1.25,KOH,1.3,1642,0.72,0.74,0,0,2,10,139
10.1039/c4ra11028e,AC,KS-5,KOH,1.3,2094,1.19,1.11,0,0,2,10,124
10.1039/c4ra11028e,AC,KS-2.5,KOH,1.3,2823,1.47,0.76,0,0,2,10,184
10.1039/c4ra11028e,AC,KS-1.25,KOH,1.3,1642,0.72,0.74,0,0,2,20,124
10.1039/c4ra11028e,AC,KS-5,KOH,1.3,2094,1.19,1.11,0,0,2,20,92
10.1039/c4ra11028e,AC,KS-2.5,KOH,1.3,2823,1.47,0.76,0,0,2,20,182
10.1039/c4ra08519a,porous graphene,CRGO-10,KOH,1,124.5,1.1,0.81,0,10.1,3,1,112
10.1039/c4ra08519a,porous graphene,CRGO-30,KOH,1,427.3,2.8,1.12,0,8.19,3,1,143
10.1039/c4ra08519a,porous graphene,CRGO-60,KOH,1,1218.5,5.3,1.73,0,9.25,3,1,291
10.1039/c4ra08519a,porous graphene,CRGO-60,KOH,1,1218.5,5.3,1.73,0,9.25,3,1.5,287
10.1039/c4ra08519a,porous graphene,CRGO-60,KOH,1,1218.5,5.3,1.73,0,9.25,3,2,278
10.1039/c4ra08519a,porous graphene,CRGO-60,KOH,1,1218.5,5.3,1.73,0,9.25,3,3,265
10.1039/c4ra08519a,porous graphene,CRGO-60,KOH,1,1218.5,5.3,1.73,0,9.25,3,5,259
10.1039/c4ra08519a,porous graphene,CRGO-60,KOH,1,1218.5,5.3,1.73,0,9.25,3,10,246
10.1039/c4ra08519a,porous graphene,CRGO-60,KOH,1,1218.5,5.3,1.73,0,9.25,3,20,220
10.1039/c4ra08519a,porous graphene,CRGO-60,KOH,1,1218.5,5.3,1.73,0,9.25,3,30,214
10.1039/c3ta15245f,porous carbon,A-CNT,EMIMBF4,3.5,2005.9,1.6,1.12,0.1,6.27,2,1,140
10.1039/c3ta15245f,porous carbon,A-CNT,EMIMBF4,3.5,2005.9,1.6,1.12,0.1,6.27,2,2,138
10.1039/c3ta15245f,porous carbon,A-CNT,EMIMBF4,3.5,2005.9,1.6,1.12,0.1,6.27,2,3,136
10.1039/c3ta15245f,porous carbon,A-CNT,EMIMBF4,3.5,2005.9,1.6,1.12,0.1,6.27,2,5,134
10.1039/c3ta15245f,porous carbon,A-CNT,EMIMBF4,3.5,2005.9,1.6,1.12,0.1,6.27,2,10,131
10.1039/c3ta15245f,porous carbon,A-CNT,EMIMBF4,3.5,2005.9,1.6,1.12,0.1,6.27,2,20,122
